field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"3349","5021900090",2015/03/06,1100000,"5",2.75,"2830","18050",1,false,NONE,Very Good,7 Average,"1630","1200.0","1958",1958,"98040",47.5773,-122.226,"2370","14250","1200",false,0.626501260463212
"3350","6099400053",2014/05/29,145000,"3",1,"1010","5490",1,false,NONE,Average,6 Low Average,"1010","0.0","1954",1954,"98168",47.4762,-122.293,"1740","10658","0",false,0.87776783133907
"3351","7518508625",2015/04/16,900000,"3",1,"1560","3825",1.5,false,NONE,Average,8 Good,"1390","170.0","1930",1930,"98117",47.6803,-122.387,"1700","5100","170",false,0.89816032743369
"3352","8143000490",2015/01/12,374500,"3",1.5,"1330","8636",1,false,NONE,Good,7 Average,"1330","0.0","1968",1968,"98034",47.7289,-122.203,"1370","7475","0",false,0.468052959438775
"3353","3260000300",2014/11/18,850000,"4",2.25,"2330","10451",2,false,NONE,Good,8 Good,"2330","0.0","1965",1965,"98005",47.6044,-122.168,"1880","8400","0",false,0.167209890269594
"3354","5742600090",2015/04/25,490000,"3",1,"960","5750",1,false,NONE,Average,7 Average,"960","0.0","1951",1951,"98116",47.5689,-122.393,"1520","5750","0",false,0.758880309047785
"3355","7212650850",2015/04/27,304000,"3",2.5,"1710","6773",2,false,NONE,Average,8 Good,"1710","0.0","1993",1993,"98003",47.2635,-122.312,"2220","7551","0",false,0.049198791154331
"3356","9158800090",2014/07/03,400000,"4",2.25,"2230","7200",1,false,NONE,Good,7 Average,"1300","930.0","1963",1963,"98133",47.7648,-122.33,"2010","7752","930",false,0.347133479590277
"3357","7820000038",2014/11/14,454000,"3",2,"1700","10000",2,false,NONE,Average,8 Good,"1700","0.0","1992",1992,"98011",47.7661,-122.205,"1460","9621","0",false,0.558069498350135
"3358","7135300026",2014/12/24,160000,"2",2,"1040","4750",1,false,NONE,Fair,6 Low Average,"850","190.0","1950",1950,"98118",47.5293,-122.272,"1350","5000","190",false,0.40945933873977
"3359","8562700300",2014/07/08,542000,"3",1.75,"1070","8030",1,false,NONE,Average,7 Average,"1070","0.0","1966",2014,"98052",47.67,-122.155,"1540","7875","0",true,0.167281799693459
"3360","6114400028",2014/06/18,403500,"5",2.5,"3600","17300",1,false,NONE,Good,8 Good,"2410","1190.0","1968",1968,"98166",47.4468,-122.341,"2620","30200","1190",false,0.410759906299294
"3361","3793501130",2015/03/16,418000,"4",2.5,"2750","8471",2,false,NONE,Average,7 Average,"2750","0.0","2003",2003,"98038",47.3671,-122.029,"2610","7482","0",false,0.272129107180913
"3362","6052400625",2015/03/26,406000,"4",1.5,"1920","6000",2,false,FAIR,Average,7 Average,"1920","0.0","1951",1951,"98198",47.4029,-122.321,"1920","6000","0",false,0.41412194656241
"3363","2560805630",2014/09/23,242500,"3",2.25,"1770","10000",1,false,NONE,Average,7 Average,"1340","430.0","1978",1978,"98198",47.3814,-122.322,"1270","5055","430",false,0.196864541488779
"3364","9558020600",2015/04/07,425000,"4",2.5,"2460","5440",2,false,NONE,Average,9 Better,"2460","0.0","2003",2003,"98058",47.448,-122.121,"2460","5124","0",false,0.0422503292525831
"3365","9136101335",2014/05/15,613000,"4",2,"1550","4815",1.5,false,NONE,Average,7 Average,"1550","0.0","1909",1909,"98103",47.667,-122.336,"1680","4013","0",false,0.405052074290499
"3366","9407101380",2014/12/30,189000,"3",2,"1460","11481",1,false,NONE,Fair,7 Average,"1170","290.0","1995",1995,"98045",47.4493,-121.777,"1540","9680","290",false,0.0731141185272471
"3367","8901500178",2014/10/30,700000,"4",2.25,"2440","9450",1.5,false,NONE,Average,7 Average,"2440","0.0","1947",1947,"98125",47.7061,-122.307,"1720","7503","0",false,1.07699155478803
"3368","9551201250",2014/09/02,750000,"3",1,"1640","6516",1.5,false,NONE,Good,7 Average,"1440","200.0","1935",1935,"98103",47.6693,-122.339,"1770","4000","200",false,0.207672944134694
"3369","3544400236",2014/07/07,494000,"2",1,"1290","4650",1,false,NONE,Good,7 Average,"1290","0.0","1906",1906,"98115",47.6877,-122.325,"1640","3900","0",false,0.448002007937835
"3370","7215730090",2014/06/09,700000,"4",3,"3150","7778",2,false,NONE,Average,9 Better,"3150","0.0","2000",2000,"98075",47.5972,-122.018,"2970","6500","0",false,0.270228200716802
"3371","8682291390",2015/04/03,705000,"2",2.5,"2305","5580",1,false,NONE,Average,8 Good,"2305","0.0","2007",2007,"98077",47.7203,-122.024,"1440","5748","0",false,0.116615573386385
"3372","1770000490",2014/05/22,356000,"2",1.75,"1060","16470",1,false,NONE,Average,7 Average,"1060","0.0","1977",1977,"98072",47.7409,-122.089,"1790","16748","0",false,0.210252357110763
"3373","2935400100",2014/05/22,625000,"3",1.75,"2060","12558",1,false,NONE,Good,7 Average,"1350","710.0","1984",1984,"98052",47.6659,-122.144,"1850","8722","710",false,0.553195175523816
"3374","7686205020",2015/03/12,144975,"2",1,"900","7500",1,false,NONE,Average,5 Fair,"900","0.0","1940",1940,"98198",47.4177,-122.319,"1350","7500","0",false,0.488319241458394
"3375","3629921240",2014/07/28,970000,"4",4.5,"3890","5906",2,false,GOOD,Average,11 Excellent,"3060",?,"2004",2004,"98029",47.5426,-121.995,"4170","6052","830",false,0.246908679488659
"3376","1775801340",2014/06/06,415000,"3",1.75,"1910","12596",1,false,NONE,Average,7 Average,"1340","570.0","1977",1977,"98072",47.7399,-122.099,"1550","13310","570",false,0.426548717015707
"3377","3574801780",2014/05/05,485000,"4",3,"2340","7048",1,false,NONE,Good,8 Good,"1340","1000.0","1979",1979,"98034",47.7306,-122.227,"1440","8088","1000",false,0.149473216732534
"3378","7854800090",2014/11/07,799950,"3",3,"2900","11769",2,false,NONE,Average,10 Very Good,"2900","0.0","1997",1997,"98052",47.6993,-122.118,"2900","9611","0",false,0.451748976985942
"3379","4054530090",2015/04/29,783350,"4",2.5,"3290","35001",2,false,NONE,Average,10 Very Good,"3290","0.0","1991",1991,"98077",47.7231,-122.038,"4090","40371","0",false,0.0831524333904898
"3380","8807900236",2014/12/19,430000,"1",1,"630","1362",1,false,NONE,Average,7 Average,"630","0.0","1943",1943,"98109",47.6342,-122.342,"1090","1376","0",false,0.0935305872827495
"3381","1118001408",2014/11/24,2540000,"5",4.75,"5410","13431",2,false,NONE,Good,10 Very Good,"5050","360.0","1941",1941,"98112",47.6306,-122.288,"3750","11596","360",false,0.45175083211955
"3382","9290850740",2014/06/18,975000,"4",2.5,"4270","43386",1,false,NONE,Average,10 Very Good,"2680","1590.0","1991",1991,"98053",47.6915,-122.053,"3630","36180","1590",false,0.231909286837449
"3383","3025059089",2015/05/05,950000,"3",1.5,"1700","8050",1,false,NONE,Average,7 Average,"1130","570.0","1950",1950,"98004",47.6304,-122.218,"2920","12239","570",false,0.353733312114649
"3384","923000265",2014/08/06,350000,"2",1,"1430","8157",1.5,false,NONE,Average,7 Average,"1150","280.0","1944",1944,"98177",47.7256,-122.361,"1820","8157","280",false,0.315536169974714
"3385","8901001335",2014/11/03,637000,"4",2.75,"2850","7510",2,false,NONE,Average,8 Good,"2850","0.0","2008",2008,"98125",47.7097,-122.305,"1510","8833","0",false,1.34246368757442
"3386","1523059066",2015/02/19,895000,"3",2,"2160","105415",1,false,NONE,Average,10 Very Good,"2160","0.0","1991",1991,"98059",47.4806,-122.152,"2760","9620","0",false,0.761978443878452
"3387","5249801785",2014/12/05,579000,"2",2,"1760","7200",1,false,NONE,Very Good,7 Average,"880","880.0","1946",1946,"98118",47.5658,-122.276,"1760","7200","880",false,0.237988501783999
"3388","2190601055",2014/06/24,314900,"4",1.75,"2700","27072",1,false,NONE,Average,7 Average,"1380","1320.0","1958",1958,"98003",47.2877,-122.293,"2460","34850","1320",false,0.0419232536375539
"3389","1917300025",2015/01/27,122000,"2",1,"860","6000",1,false,NONE,Average,6 Low Average,"860","0.0","1945",1945,"98022",47.2109,-121.985,"1300","6000","0",false,0.748478190292419
"3390","3797000300",2014/08/08,405000,"2",1,"880","3000",1,false,NONE,Very Good,7 Average,"880","0.0","1927",1927,"98103",47.6868,-122.349,"1300","3000","0",false,0.484002627171178
"3391","5332200026",2014/05/08,553650,"2",2.5,"1360","1349",2,false,NONE,Average,8 Good,"1050","310.0","1997",1997,"98112",47.6254,-122.292,"1430","4400","310",false,0.444579115749324
"3392","3278602760",2015/02/03,369900,"2",2.5,"1770","1853",3,false,NONE,Average,8 Good,"1770","0.0","2007",2007,"98126",47.5472,-122.371,"1770","1924","0",false,0.145834681664911
"3393","2721049059",2014/05/28,225000,"3",2,"2030","24829",1,false,NONE,Good,7 Average,"1220","810.0","1979",1979,"98001",47.2718,-122.291,"1980","15204","810",false,0.120102639007189
"3394","2172000750",2014/05/27,160000,"2",1,"1180","9350",1,false,NONE,Average,6 Low Average,"1180","0.0","1918",1918,"98178",47.4889,-122.259,"1780","9306","0",false,0.424526323227114
"3395","1022069058",2014/10/09,449500,"4",2,"2430","199940",1,false,NONE,Average,8 Good,"1310","1120.0","1961",1961,"98038",47.4116,-122.029,"2220","150282","1120",false,0.181559278218736
"3396","249000115",2014/08/28,650000,"3",1,"1300","8266",1,false,NONE,Good,7 Average,"1300","0.0","1953",1953,"98004",47.6337,-122.199,"1300","8707","0",false,0.43459711971981
"3397","7214710300",2014/07/16,542126,"4",2.5,"2360","43088",2,false,NONE,Average,8 Good,"2360","0.0","1977",1977,"98077",47.7661,-122.071,"2850","39216","0",false,0.353641301475626
"3398","192450300",2014/09/19,309950,"3",1.5,"1200","15606",1,false,NONE,Average,7 Average,"1200","0.0","1985",1985,"98045",47.4752,-121.755,"1210","15606","0",false,0.485415297325173
"3399","3356403820",2014/12/05,115000,"2",1,"1000","16524",1,false,NONE,Average,5 Fair,"1000","0.0","1913",1913,"98001",47.2841,-122.255,"1350","10208","0",false,0.492596213856695
"3400","8075400100",2014/12/31,221700,"2",1.5,"1556","20000",1,false,NONE,Good,7 Average,"1556","0.0","1957",1957,"98032",47.3891,-122.282,"2250","17286","0",false,0.325775150444029
"3401","1982200245",2015/01/27,726000,"3",2.5,"1890","3880",1.5,false,NONE,Good,8 Good,"1460","430.0","1915",1915,"98107",47.6642,-122.362,"1010","3880","430",false,0.537796366687044
"3402","7905200037",2014/11/19,515000,"3",1.75,"1810","5733",1,false,NONE,Good,7 Average,"1010","800.0","1926",1926,"98116",47.5709,-122.388,"1260","4680","800",false,1.09567954966261
"3403","2597531030",2014/08/26,756000,"4",2.5,"2730","10753",2,false,NONE,Average,9 Better,"2730","0.0","1991",1991,"98006",47.5414,-122.133,"3090","10740","0",false,0.250111365283868
"3404","5318100645",2014/05/27,1570000,"4",3.75,"3070","5850",2,false,NONE,Very Good,9 Better,"2400","670.0","1927",1927,"98112",47.633,-122.283,"2940","5573","670",false,0.320458262088269
"3405","7504400850",2014/05/21,442000,"4",2.25,"2080","12007",1,false,NONE,Good,8 Good,"1220","860.0","1979",1979,"98074",47.6259,-122.051,"2110","12459","860",false,0.262672014421775
"3406","1761300110",2014/07/02,260000,"4",2,"1620","7992",2,false,NONE,Good,7 Average,"1620","0.0","1975",1975,"98031",47.395,-122.176,"1710","7500","0",false,0.223812820889533
"3407","9390700100",2014/09/10,390000,"2",1.75,"1150","2723",1,false,NONE,Good,7 Average,"770","380.0","1923",1923,"98102",47.6357,-122.322,"1440","4000","380",false,0.248583310940239
"3408","7518503200",2014/07/01,459500,"2",1,"1250","3825",1,false,NONE,Average,7 Average,"850","400.0","1929",1929,"98117",47.6805,-122.38,"1370","4998","400",false,0.997223730221056
"3409","3971700940",2014/09/30,330000,"3",1.5,"1430","8000",1,false,NONE,Very Good,7 Average,"1430","0.0","1948",1948,"98155",47.772,-122.322,"1410","9820","0",false,0.435883482348094
"3410","1446403835",2014/11/03,189000,"2",1,"790","7128",1,false,NONE,Average,6 Low Average,"790","0.0","1944",1944,"98168",47.4873,-122.324,"1110","7150","0",false,0.394201864173892
"3411","9183702251",2014/12/11,280000,"3",1,"1200","9322",1.5,false,NONE,Good,7 Average,"1200","0.0","1954",1954,"98030",47.3749,-122.225,"1540","9677","0",false,0.135308456594649
"3412","5589900590",2014/05/05,400000,"2",1.75,"2110","9519",1,false,NONE,Fair,7 Average,"2110","0.0","1948",1948,"98155",47.7504,-122.306,"1480","9519","0",false,1.06321502465065
"3413","7227501745",2015/03/25,368000,"4",2,"3160","11193",1,false,NONE,Very Good,6 Low Average,"2410","750.0","1942",1942,"98056",47.4937,-122.184,"1020","5940","750",false,0.542565101983771
"3414","2473350930",2014/06/09,390000,"4",1.75,"2700","7875",1.5,false,NONE,Good,8 Good,"2700","0.0","1968",1968,"98058",47.454,-122.144,"2220","7875","0",false,0.287747170234696
"3415","6450303820",2014/09/30,245000,"2",1,"820","7475",1,false,NONE,Average,6 Low Average,"820","0.0","1945",1945,"98133",47.7321,-122.341,"1030","5720","0",false,0.366062028755825
"3416","5469000100",2014/08/06,375000,"4",2.5,"1800","8432",1,false,NONE,Good,7 Average,"1200","600.0","1960",1960,"98133",47.7463,-122.336,"1780","8432","600",false,0.442738478594519
"3417","8679600100",2015/01/30,465000,"5",1.5,"1750","12491",1,false,NONE,Average,6 Low Average,"1390","360.0","1961",1961,"98033",47.6995,-122.174,"1560","12473","360",false,0.735576748397823
"3418","638100015",2015/03/12,445000,"3",2,"1540","67953",1,false,NONE,Average,7 Average,"1540","0.0","1997",1997,"98059",47.5018,-122.126,"1250","9100","0",false,0.194054206054508
"3419","3241600015",2015/03/05,250000,"3",1,"1130","7800",1,false,NONE,Average,7 Average,"1130","0.0","1952",1952,"98118",47.5239,-122.288,"1170","7800","0",false,0.712610123443392
"3420","6411600026",2014/10/03,475500,"3",1,"1500","9416",1,false,NONE,Good,8 Good,"1500","0.0","1952",1952,"98133",47.7135,-122.332,"1440","7200","0",false,0.361014890035636
"3421","3179101050",2014/08/04,672324,"2",1.75,"1600","5795",1.5,false,NONE,Average,8 Good,"1600","0.0","1940",1940,"98105",47.6709,-122.276,"2310","6301","0",false,0.598915876532657
"3422","5363200266",2014/06/23,420000,"3",2,"1200","5029",1,false,NONE,Average,6 Low Average,"880","320.0","1937",1937,"98115",47.6936,-122.294,"1510","5854","320",false,0.954077401181494
"3423","7518502490",2014/12/29,515000,"3",2,"1690","5100",1.5,false,NONE,Very Good,7 Average,"1690","0.0","1907",1907,"98117",47.6801,-122.38,"1690","5100","0",false,0.971639123181596
"3424","7732400490",2014/11/05,732350,"4",2.5,"2270","7665",2,false,NONE,Average,9 Better,"2270","0.0","1986",1986,"98052",47.6612,-122.148,"2450","8706","0",false,0.180361368897825
"3425","5416510110",2014/06/05,297500,"4",2.5,"1910","5000",2,false,NONE,Average,7 Average,"1910","0.0","2005",2005,"98038",47.3608,-122.036,"2020","5000","0",false,0.220920332131572
"3426","8604900017",2014/10/08,475000,"3",1.5,"1640","2720",1.5,false,NONE,Average,8 Good,"1640","0.0","1929",1929,"98115",47.6869,-122.317,"1490","4375","0",false,0.202828757657127
"3427","808300490",2015/05/05,414000,"4",2.5,"2120","6497",2,false,NONE,Average,7 Average,"2120","0.0","2003",2003,"98019",47.7241,-121.957,"2230","6300","0",false,0.161774030361785
"3428","6855700115",2014/06/26,357250,"3",1.5,"1400","8840",1,false,NONE,Good,6 Low Average,"1400","0.0","1952",1952,"98125",47.7273,-122.309,"1260","8840","0",false,0.501593777659425
"3429","9325800110",2014/10/30,289950,"2",1,"760","6000",1,false,NONE,Good,6 Low Average,"760","0.0","1950",1950,"98133",47.7168,-122.34,"950","6000","0",false,0.287488394200142
"3430","8121100015",2015/05/05,550000,"3",1,"1070","3713",1,false,NONE,Good,6 Low Average,"1070","0.0","1917",1917,"98118",47.5683,-122.285,"1290","3960","0",false,0.304045973833127
"3431","8568700015",2015/04/23,446000,"3",1.75,"1460","9998",1,false,NONE,Average,7 Average,"960","500.0","1958",1958,"98028",47.7434,-122.242,"1460","9998","500",false,0.568117738742538
"3432","6399600115",2014/10/15,279000,"3",1.5,"1280","16738",1.5,false,NONE,Good,5 Fair,"1280","0.0","1932",1932,"98038",47.3895,-122.023,"1590","16317","0",false,0.592743949568785
"3433","5651010300",2014/08/21,370000,"3",2.25,"1650","4859",2,false,NONE,Average,7 Average,"1650","0.0","1988",1988,"98011",47.7729,-122.172,"1890","5018","0",false,0.480946168097344
"3434","3423049311",2014/10/17,216000,"3",2,"1260","4125",1,false,NONE,Average,6 Low Average,"1260","0.0","1998",1998,"98188",47.4401,-122.279,"1300","9091","0",false,0.504162973459151
"3435","7000100711",2014/06/21,1100000,"3",2.5,"2200","20000",1,false,FAIR,Average,7 Average,"1400","800.0","1952",1952,"98004",47.5809,-122.191,"3050","11775","800",false,0.169568547035298
"3436","5482700115",2014/10/20,1280000,"4",2.5,"3560","15450",1,false,FAIR,Very Good,8 Good,"2060","1500.0","1977",1977,"98040",47.5657,-122.23,"3680","17314","1500",false,0.125680106542345
"3437","9349900110",2015/02/17,355000,"2",1.5,"1140","2500",1,false,FAIR,Average,7 Average,"630","510.0","1988",1988,"98106",47.5707,-122.359,"1500","5000","510",false,0.205344813092048
"3438","9328510100",2014/09/11,699000,"4",2.5,"2550","7312",2,false,NONE,Average,9 Better,"2550","0.0","1988",1988,"98008",47.6441,-122.113,"2330","7480","0",false,0.439670274498542
"3439","6300500475",2014/09/02,412000,"3",2.5,"1553","1991",3,false,NONE,Average,8 Good,"1553","0.0","2014",2014,"98133",47.7049,-122.34,"1509","2431","0",false,0.628724421227884
"3440","7849200315",2015/02/05,276000,"2",1,"1140","7200",1,false,NONE,Average,6 Low Average,"1140","0.0","1923",1951,"98065",47.5265,-121.823,"1110","7200","0",true,0.218134221134698
"3441","7813200115",2014/09/04,100000,"2",1,"790","6426",1,false,NONE,Average,6 Low Average,"790","0.0","1944",1944,"98178",47.4933,-122.245,"1380","6946","0",false,0.0850969510994482
"3442","2851200100",2014/07/01,955500,"4",1.75,"2130","5080",1.5,false,NONE,Average,8 Good,"2130","0.0","1914",1914,"98119",47.6427,-122.363,"1900","5080","0",false,0.624056203071992
"3443","2823059055",2015/03/29,199000,"3",1,"1390","21262",1,false,NONE,Average,7 Average,"1390","0.0","1958",1958,"98058",47.4454,-122.185,"1560","10800","0",false,0.177523586288503
"3444","7853301560",2014/06/25,762000,"4",3.5,"4000","15253",2,false,NONE,Average,9 Better,"4000","0.0","2007",2007,"98065",47.5433,-121.887,"3550","8747","0",false,0.556122381527575
"3445","9477001280",2014/05/06,425000,"4",2,"1520","7983",1,false,NONE,Very Good,7 Average,"1520","0.0","1967",1967,"98034",47.7357,-122.193,"1520","7783","0",false,0.507086961904893
"3446","7905200147",2014/11/04,546000,"2",1,"1657","5031",2,false,NONE,Average,7 Average,"1657","0.0","1910",1910,"98116",47.5699,-122.389,"2050","6201","0",false,0.977965301450353
"3447","6190701110",2015/04/20,419600,"3",1.75,"1680","8460",1,false,NONE,Average,7 Average,"1180","500.0","1976",1976,"98133",47.7554,-122.353,"1890","9529","500",false,0.389268018633775
"3448","871001500",2014/06/23,735000,"4",2.25,"2270","5102",1,false,NONE,Very Good,8 Good,"1340","930.0","1954",1954,"98199",47.6528,-122.408,"1800","5102","930",false,0.513668885188169
"3449","2559950110",2015/04/22,1230000,"2",2.5,"2470","609",3,false,NONE,Average,11 Excellent,"1910","560.0","2011",2011,"98112",47.6182,-122.312,"2440","1229","560",false,0.306487444084902
"3450","3693900245",2014/07/07,445000,"2",2,"1240","2500",2,false,NONE,Average,7 Average,"1240","0.0","1985",1985,"98117",47.6793,-122.395,"1660","5000","0",false,0.489020502968037
